ProjectID,BuildingID,AffordabilityBand,TotalUnits
65054,65840,Low Income,18
65054,65840,Other,1
65054,65840,Very Low Income,25
65054,66071,Low Income,12
65054,66071,Other,1
65054,66071,Very Low Income,17
65054,97472,Extremely Low Income,2
65054,97472,Low Income,15
65054,97472,Very Low Income,13
65054,74425,Low Income,11
65054,74425,Other,1
65054,74425,Very Low Income,12
65205,983973,Extremely Low Income,52
65205,983973,Other,1
65205,983973,Very Low Income,33
65210,37267,Extremely Low Income,97
65212,985707,Low Income,27
65212,985707,Moderate Income,44
65212,985707,Other,1
65212,985707,Very Low Income,18
65213,977584,Extremely Low Income,74
65213,977584,Low Income,217
65213,977584,Other,1
65213,977584,Very Low Income,74
65215,27196,Extremely Low Income,16
65215,27196,Low Income,104
65215,27196,Other,1
65215,27196,Very Low Income,310
65227,60304,Extremely Low Income,27
65227,60304,Low Income,20
65227,60304,Very Low Income,2
65227,62843,Extremely Low Income,17
65227,62843,Low Income,16
65227,62843,Very Low Income,2
65227,62986,Extremely Low Income,21
65227,62986,Low Income,15
65227,62986,Moderate Income,2
65227,62986,Very Low Income,6
65227,62846,Extremely Low Income,16
65227,62846,Low Income,11
65227,62846,Moderate Income,1
65227,62846,Very Low Income,1
65227,60308,Extremely Low Income,37
65227,60308,Low Income,31
65227,60308,Moderate Income,3
65227,60308,Very Low Income,10
65227,60306,Extremely Low Income,16
65227,60306,Low Income,19
65227,60306,Moderate Income,1
65227,60306,Very Low Income,4
65227,62860,Extremely Low Income,17
65227,62860,Low Income,15
65227,62860,Very Low Income,2
65227,63080,Extremely Low Income,23
65227,63080,Low Income,18
65227,63080,Very Low Income,8
65227,63084,Extremely Low Income,29
65227,63084,Low Income,17
65227,63084,Moderate Income,1
65227,63084,Very Low Income,19
65227,63184,Extremely Low Income,17
65227,63184,Low Income,13
65227,63184,Moderate Income,2
65227,63184,Very Low Income,10
65227,104140,Extremely Low Income,31
65227,104140,Low Income,23
65227,104140,Moderate Income,2
65227,104140,Very Low Income,3
65227,110462,Extremely Low Income,11
65227,110462,Low Income,4
65227,110462,Very Low Income,4
65227,63178,Extremely Low Income,23
65227,63178,Low Income,11
65227,63178,Very Low Income,6
65227,110468,Extremely Low Income,7
65227,110468,Low Income,8
65227,110468,Very Low Income,2
65227,63177,Extremely Low Income,18
65227,63177,Low Income,15
65227,63177,Moderate Income,2
65227,63177,Very Low Income,8
65227,49352,Extremely Low Income,4
65227,49352,Low Income,7
65227,49352,Very Low Income,5
65227,63173,Extremely Low Income,8
65227,63173,Low Income,13
65227,63173,Very Low Income,8
65227,110908,Extremely Low Income,6
65227,110908,Low Income,3
65227,110908,Very Low Income,6
65227,806285,Extremely Low Income,19
65227,806285,Low Income,14
65227,806285,Very Low Income,3
65227,63193,Extremely Low Income,20
65227,63193,Low Income,9
65227,63193,Moderate Income,1
65227,63190,Extremely Low Income,16
65227,63190,Low Income,8
65227,63190,Moderate Income,2
65227,63190,Very Low Income,5
65227,99951,Extremely Low Income,13
65227,99951,Low Income,4
65227,99951,Moderate Income,2
65227,99951,Very Low Income,5
65227,63186,Extremely Low Income,10
65227,63186,Low Income,4
65227,63186,Very Low Income,6
65227,63192,Extremely Low Income,18
65227,63192,Low Income,14
65227,63192,Moderate Income,2
65227,63192,Very Low Income,7
65227,63187,Extremely Low Income,23
65227,63187,Low Income,17
65227,63187,Moderate Income,2
65227,63187,Very Low Income,11
65227,99947,Extremely Low Income,19
65227,99947,Low Income,10
65227,99947,Very Low Income,3
65227,49346,Extremely Low Income,5
65227,49346,Low Income,8
65227,49346,Very Low Income,3
65227,63176,Extremely Low Income,15
65227,63176,Low Income,12
65227,63176,Very Low Income,2
65227,806284,Extremely Low Income,12
65227,806284,Low Income,13
65227,806284,Very Low Income,6
65227,63183,Extremely Low Income,17
65227,63183,Low Income,5
65227,63183,Moderate Income,1
65227,63183,Very Low Income,6
65227,99948,Extremely Low Income,21
65227,99948,Low Income,11
65227,99948,Moderate Income,3
65227,99948,Very Low Income,3
65227,49347,Extremely Low Income,28
65227,49347,Low Income,33
65227,49347,Moderate Income,1
65227,49347,Very Low Income,11
65227,110470,Extremely Low Income,8
65227,110470,Low Income,8
65227,110470,Moderate Income,1
65227,110470,Very Low Income,3
65261,989929,Extremely Low Income,37
65261,989929,Low Income,32
65261,989929,Moderate Income,8
65261,989929,Other,1
65261,989929,Very Low Income,23
65275,91400,Low Income,4
65275,91400,Other,1
65275,91400,Very Low Income,43
65280,27617,Extremely Low Income,5
65280,27617,Low Income,37
65280,27617,Moderate Income,7
65280,27617,Other,1
65280,27617,Very Low Income,42
65291,988140,Extremely Low Income,9
65291,988140,Low Income,39
65291,988140,Very Low Income,12
65291,988250,Extremely Low Income,41
65291,988250,Low Income,111
65291,988250,Not Applicable,164
65291,988250,Other,1
65291,988250,Very Low Income,38
65298,985028,Extremely Low Income,50
65298,985028,Low Income,112
65298,985028,Moderate Income,37
65298,985028,Other,1
65298,985028,Very Low Income,49
65303,1001195,Extremely Low Income,97
65303,1001195,Low Income,96
65303,1001195,Other,1
65304,989116,Extremely Low Income,44
65304,989116,Low Income,79
65304,989116,Other,1
65304,989116,Very Low Income,36
65315,926974,Middle Income,3
65315,927563,Middle Income,3
65315,927561,Moderate Income,3
65315,978709,Middle Income,2
65315,927552,Moderate Income,3
65315,978711,Moderate Income,3
65315,927551,Moderate Income,3
65315,927550,Middle Income,3
65315,996114,Middle Income,3
65315,996113,Middle Income,2
65315,997575,Moderate Income,3
65320,988893,Extremely Low Income,151
65320,988893,Other,1
65337,270214,Low Income,15
65337,270214,Very Low Income,4
65348,228119,Extremely Low Income,110
65348,228119,Other,1
65348,228119,Very Low Income,57
65357,94338,Low Income,7
65357,94338,Very Low Income,17
65357,60441,Low Income,23
65357,60441,Moderate Income,5
65357,60441,Very Low Income,16
65357,74905,Low Income,12
65357,74905,Other,1
65357,74905,Very Low Income,14
65357,59142,Extremely Low Income,3
65357,59142,Low Income,24
65357,59142,Other,1
65357,59142,Very Low Income,17
65357,115684,Low Income,17
65357,115684,Very Low Income,36
65357,59140,Low Income,23
65357,59140,Moderate Income,2
65357,59140,Very Low Income,15
65357,60444,Low Income,21
65357,60444,Moderate Income,4
65357,60444,Very Low Income,15
65357,60447,Low Income,21
65357,60447,Moderate Income,2
65357,60447,Other,1
65357,60447,Very Low Income,11
65357,60442,Low Income,32
65357,60442,Moderate Income,6
65357,60442,Other,1
65357,60442,Very Low Income,23
65357,115683,Low Income,13
65357,115683,Other,1
65357,115683,Very Low Income,12
65357,60446,Extremely Low Income,2
65357,60446,Low Income,18
65357,60446,Moderate Income,4
65357,60446,Other,1
65357,60446,Very Low Income,15
65357,97492,Low Income,18
65357,97492,Very Low Income,17
65357,97493,Low Income,8
65357,97493,Very Low Income,18
65360,30579,Low Income,12
65360,30579,Very Low Income,6
65373,28125,Extremely Low Income,2
65373,28125,Low Income,1
65373,28125,Very Low Income,9
65373,41278,Extremely Low Income,2
65373,41278,Low Income,1
65373,41278,Very Low Income,7
65373,41279,Extremely Low Income,1
65373,41279,Low Income,13
65373,41279,Other,1
65373,41279,Very Low Income,5
65373,40514,Extremely Low Income,2
65373,40514,Low Income,2
65373,40514,Very Low Income,6
65373,41280,Low Income,12
65373,41280,Very Low Income,8
65373,38571,Extremely Low Income,1
65373,38571,Low Income,3
65373,38571,Very Low Income,6
65374,27322,Low Income,98
65374,27322,Moderate Income,34
65374,27322,Other,1
65378,40621,Low Income,5
65378,40621,Other,1
65378,40621,Very Low Income,14
65378,41290,Extremely Low Income,5
65378,41290,Low Income,1
65378,41290,Very Low Income,4
65378,42315,Low Income,1
65378,42315,Very Low Income,9
65378,42317,Other,1
65378,42317,Very Low Income,9
65378,42319,Extremely Low Income,2
65378,42319,Very Low Income,16
65378,42316,Low Income,2
65378,42316,Very Low Income,8
65378,41285,Extremely Low Income,1
65378,41285,Very Low Income,9
65378,3644,Extremely Low Income,3
65378,3644,Low Income,2
65378,3644,Very Low Income,11
65378,3645,Extremely Low Income,1
65378,3645,Low Income,1
65378,3645,Very Low Income,8
65378,3642,Extremely Low Income,4
65378,3642,Low Income,3
65378,3642,Very Low Income,6
65378,41286,Extremely Low Income,1
65378,41286,Low Income,2
65378,41286,Very Low Income,7
65378,4077,Extremely Low Income,3
65378,4077,Low Income,3
65378,4077,Very Low Income,10
65378,3648,Extremely Low Income,6
65378,3648,Low Income,1
65378,3648,Very Low Income,2
65378,40624,Low Income,1
65378,40624,Very Low Income,9
65378,40623,Extremely Low Income,1
65378,40623,Low Income,2
65378,40623,Very Low Income,7
65378,3641,Low Income,2
65378,3641,Very Low Income,13
65390,842019,Extremely Low Income,127
65390,842019,Low Income,12
65390,842019,Middle Income,10
65390,842019,Other,1
65390,842019,Very Low Income,11
65433,3518,Moderate Income,7
65433,40472,Moderate Income,10
65433,40587,Moderate Income,19
65467,2085,Moderate Income,5
65467,20669,Moderate Income,6
65467,20669,Very Low Income,4
65467,19329,Moderate Income,6
65467,19329,Very Low Income,3
65467,3430,Moderate Income,7
65467,3430,Very Low Income,7
65503,991157,Low Income,5
65503,991157,Middle Income,30
65503,991157,Moderate Income,15
65503,991157,Not Applicable,113
65503,991157,Other,1
65503,991158,Low Income,12
65503,991158,Middle Income,62
65503,991158,Moderate Income,32
65503,991158,Not Applicable,241
65503,991158,Other,1
65523,42263,Extremely Low Income,6
65523,42263,Low Income,11
65523,42263,Other,1
65523,42263,Very Low Income,4
65543,978829,Extremely Low Income,64
65543,978829,Other,1
65554,1003153,Extremely Low Income,122
65554,1003153,Low Income,13
65554,1003153,Other,1
65554,1003153,Very Low Income,38
65563,11162,Extremely Low Income,1
65563,11162,Low Income,2
65563,11162,Very Low Income,14
65582,993492,Extremely Low Income,12
65582,993492,Low Income,28
65582,993492,Other,1
65582,993492,Very Low Income,12
65599,77389,Extremely Low Income,1
65599,77389,Low Income,18
65621,197456,Extremely Low Income,119
65621,807684,Extremely Low Income,118
65621,807684,Other,1
65621,807685,Extremely Low Income,119
65730,60471,Extremely Low Income,2
65730,60471,Low Income,1
65730,60471,Very Low Income,17
65730,74440,Extremely Low Income,1
65730,74440,Other,1
65730,74440,Very Low Income,13
65730,97435,Low Income,4
65730,97435,Other,1
65730,97435,Very Low Income,8
65730,60470,Extremely Low Income,4
65730,60470,Low Income,2
65730,60470,Other,1
65730,60470,Very Low Income,13
65730,119101,Low Income,11
65730,119101,Other,2
65730,119101,Very Low Income,24
65730,97431,Low Income,8
65730,97431,Very Low Income,17
65983,983915,Extremely Low Income,158
65983,983915,Other,1
66005,519642,Extremely Low Income,91
66005,519642,Low Income,7
66005,519642,Very Low Income,44
66005,955177,Extremely Low Income,107
66005,955177,Low Income,7
66005,955177,Very Low Income,30
66005,812161,Extremely Low Income,89
66005,812161,Low Income,7
66005,812161,Very Low Income,48
66102,85454,Extremely Low Income,1
66102,85454,Low Income,21
66102,85454,Other,1
66102,85454,Very Low Income,9
66105,988925,Extremely Low Income,153
66105,988925,Other,1
66144,57063,Extremely Low Income,1
66144,57063,Low Income,3
66144,57063,Very Low Income,4
66144,57062,Low Income,4
66144,57062,Very Low Income,4
66144,74463,Low Income,8
66144,74463,Very Low Income,9
66144,66001,Extremely Low Income,3
66144,66001,Low Income,6
66144,66001,Very Low Income,12
66144,74464,Extremely Low Income,1
66144,74464,Low Income,5
66144,74464,Other,1
66144,74464,Very Low Income,10
66144,57059,Extremely Low Income,1
66144,57059,Low Income,12
66144,57059,Other,1
66144,57059,Very Low Income,16
66145,49240,Low Income,2
66145,49240,Other,1
66145,49240,Very Low Income,18
66145,116556,Extremely Low Income,1
66145,116556,Low Income,7
66145,116556,Other,1
66145,116556,Very Low Income,11
66145,122024,Low Income,18
66145,122024,Very Low Income,14
66145,122023,Extremely Low Income,1
66145,122023,Low Income,3
66145,122023,Other,1
66145,122023,Very Low Income,11
66145,116555,Extremely Low Income,1
66145,116555,Low Income,9
66145,116555,Very Low Income,25
66212,996261,Extremely Low Income,314
66212,996261,Low Income,18
66212,996261,Moderate Income,149
66212,996261,Other,1
66212,996261,Very Low Income,9
66225,25300,Moderate Income,9
66225,38272,Moderate Income,18
66225,25246,Moderate Income,9
66558,300675,Moderate Income,1
66558,300675,Very Low Income,4
66565,185041,Very Low Income,2
66565,234969,Extremely Low Income,1
66565,234969,Low Income,5
66565,234969,Moderate Income,1
66565,234969,Very Low Income,3
66565,234966,Extremely Low Income,1
66565,234966,Low Income,1
66565,234966,Very Low Income,4
66565,234964,Low Income,6
66565,234960,Low Income,3
66565,234960,Very Low Income,3
66565,207556,Extremely Low Income,1
66565,207556,Low Income,2
66565,207556,Other,1
66565,207556,Very Low Income,5
66565,234962,Low Income,3
66565,234962,Moderate Income,1
66565,234962,Very Low Income,2
66601,1001362,Extremely Low Income,11
66601,1001362,Low Income,21
66601,1001362,Moderate Income,35
66601,1001362,Not Applicable,103
66601,1001362,Other,1
66644,975696,Extremely Low Income,30
66644,975696,Low Income,64
66644,975696,Very Low Income,24
66645,991391,Extremely Low Income,94
66645,991391,Low Income,5
66645,991391,Very Low Income,17
66651,986550,Extremely Low Income,176
66651,986550,Other,1
66653,985501,Extremely Low Income,135
66653,985501,Other,1
66669,48001,Extremely Low Income,6
66669,48001,Other,1
66669,48001,Very Low Income,41
66670,807962,Extremely Low Income,3
66670,807962,Very Low Income,3
66670,304300,Extremely Low Income,2
66670,304300,Low Income,1
66670,334948,Low Income,3
66670,334948,Very Low Income,9
66670,305434,Extremely Low Income,1
66670,305434,Very Low Income,3
66670,304407,Low Income,1
66670,304407,Very Low Income,2
66670,304382,Very Low Income,4
66670,304358,Low Income,1
66670,304358,Very Low Income,3
66670,381565,Extremely Low Income,3
66670,381565,Low Income,1
66670,381565,Very Low Income,2
66670,299516,Extremely Low Income,5
66670,299516,Low Income,5
66670,299516,Moderate Income,1
66670,299516,Very Low Income,4
66670,381568,Extremely Low Income,3
66670,381568,Low Income,1
66670,381568,Very Low Income,4
66670,232324,Extremely Low Income,2
66670,232324,Low Income,1
66670,232324,Very Low Income,1
66670,222894,Extremely Low Income,2
66670,222894,Other,1
66670,222894,Very Low Income,4
66670,304315,Extremely Low Income,1
66670,304315,Low Income,1
66670,304315,Very Low Income,4
66670,222695,Extremely Low Income,1
66670,222695,Very Low Income,5
66670,304053,Very Low Income,9
66670,304362,Extremely Low Income,1
66670,304362,Low Income,1
66670,304362,Very Low Income,1
66670,319272,Low Income,7
66670,319272,Very Low Income,1
66670,329756,Low Income,2
66670,329756,Very Low Income,2
66670,330794,Low Income,4
66670,330794,Very Low Income,4
66670,381608,Low Income,1
66670,381608,Other,1
66670,381608,Very Low Income,5
66670,332710,Low Income,2
66670,332710,Very Low Income,2
66670,381602,Extremely Low Income,3
66670,184823,Low Income,2
66670,184823,Very Low Income,3
66670,357698,Very Low Income,3
66670,381572,Low Income,1
66670,381572,Very Low Income,4
66670,330393,Low Income,1
66670,330393,Very Low Income,7
66670,232346,Extremely Low Income,1
66670,232346,Very Low Income,3
66670,316728,Extremely Low Income,1
66670,316728,Low Income,1
66670,316728,Other,1
66670,316728,Very Low Income,3
66670,357167,Low Income,5
66670,357167,Very Low Income,3
66670,305955,Low Income,2
66670,305955,Very Low Income,2
66670,211821,Extremely Low Income,2
66670,211821,Very Low Income,2
66670,305679,Low Income,7
66670,305679,Very Low Income,4
66670,205471,Extremely Low Income,1
66670,205471,Low Income,3
66670,205471,Very Low Income,5
66670,332676,Low Income,1
66670,332676,Very Low Income,2
66670,381637,Low Income,1
66670,381637,Very Low Income,2
66670,377223,Extremely Low Income,1
66670,377223,Very Low Income,2
66670,325079,Extremely Low Income,1
66670,325079,Low Income,5
66670,325079,Other,1
66670,325079,Very Low Income,13
66670,373163,Extremely Low Income,1
66670,373163,Low Income,1
